Start,End,Text,Character,SentenceIndex
3037.909,3039.579,They're still positioning the patient.,,1000
3040.454,3042.544,Let's wait for a few minutes. Follow me.,,1001
3042.956,3044.036,-Okay. -Okay.,,1002
3044.416,3045.626,Let's go.,,1003
3055.052,3057.802,"Yun-bok, why did you decide to go to med school?",,1004
3058.096,3059.556,Did you get good grades like I did?,,1005
3059.639,3061.309,-Thank you for this. -Thank you.,,1006
3061.767,3064.137,"My mom had major surgery ten years ago,",,1007
3064.227,3066.937,and I was so inspired by her doctor back then.,,1008
3067.481,3068.571,What? Seriously?,,1009
3068.648,3073.028,"Yes, my mom was very ill when I was in seventh grade.",,1010
3073.403,3075.533,Her surgery took over ten hours.,,1011
3075.614,3078.084,They kept her in the ICU for a week after the surgery...,,1012
3078.658,3080.408,but she never woke up. She passed away.,,1013
3081.119,3083.499,"-Gosh, I'm sorry. -It's okay.",,1014
3085.123,3086.583,"Looking back now,",,1015
3086.666,3089.626,I think she was either an intern or a resident.,,1016
3090.212,3093.592,"But back then, I thought everyone in the white coat was a doctor.",,1017
3094.299,3096.639,The doctor bawled her eyes out,,1018
3096.718,3099.258,and apologized to me for not being able to save my mom.,,1019
3100.722,3102.972,"I was only a seventh grader, but I still knew",,1020
3103.308,3105.138,that my mom was in a very serious condition.,,1021
3105.227,3108.397,And all the doctors in the ICU worked so hard to save her.,,1022
3108.48,3110.69,I saw it with my own two eyes.,,1023
3111.983,3114.363,I was actually pretty calm about it at first.,,1024
3114.569,3116.449,I was okay,,1025
3116.53,3120.58,until an old doctor came and told me that my mom passed away.,,1026
3121.743,3125.213,But that doctor started bawling as soon as she saw us.,,1027
3126.081,3127.331,And she apologized.,,1028
3128.834,3132.964,"""Your mom will watch over you from heaven, so grow into a wonderful woman.""",,1029
3133.046,3136.296,Then she said she'd be a better doctor.,,1030
3136.758,3139.178,She said that in tears to a seventh grader.,,1031
3140.428,3144.138,"That's when it really hit us, both me and Hong-do.",,1032
3146.977,3148.767,"""We don't have a mom anymore.",,1033
3149.354,3152.944,"Everyone else has a mom, but we don't.""",,1034
3154.484,3156.034,I cried my eyes out.,,1035
3157.154,3159.204,"But what do you mean by ""we""?",,1036
3162.2,3165.91,Hong-do and I are twins.,,1037
3168.915,3171.375,"Hey, don't cry.",,1038
3172.419,3174.629,He still cries his eyes out whenever we talk about Mom.,,1039
3174.713,3177.053,You should've told me. Why didn't you tell me?,,1040
3177.132,3178.802,It's fun to keep it a secret.,,1041
3179.301,3182.801,"All our teachers and friends asked us about it all the time,",,1042
3182.888,3186.178,which felt like such a hassle. So we've decided to just have fun.,,1043
3186.85,3189.06,Please don't tell anyone. Sorry.,,1044
3190.061,3191.191,We're sorry.,,1045
3192.772,3194.572,I won't tell anyone for the time being.,,1046
3195.442,3198.032,"Yun-bok, do you know the doctor's name?",,1047
3198.361,3200.361,You should find her. She'd be happy to see you.,,1048
3200.447,3202.277,"And tell her that you're now a doctor, too.",,1049
3202.949,3205.579,-I don't know her name. -Do you remember her face?,,1050
3206.161,3208.411,"No, barely.",,1051
3208.705,3211.245,Her shoes are the only thing we remember.,,1052
3211.333,3212.383,Shoes?,,1053
3212.459,3215.129,"Yes, our eyes were glued to the floor because we kept crying.",,1054
3215.212,3217.712,"I think the doctor was wearing a new pair of shoes that day,",,1055
3217.797,3220.427,but she forgot to take off the size sticker because she was too busy.,,1056
3221.551,3224.761,It was 225 mm. That's all I remember.,,1057
3224.846,3226.926,"Gosh, you can't find her with that alone.",,1058
3227.724,3229.644,"Hey, okay.",,1059
3230.894,3232.484,-Let's go. They're starting. -Okay.,,1060
3233.355,3234.395,Let's go.,,1061
3234.981,3238.321,"The adhesion is pretty bad, so it'll take a while to separate the tumor.",5.0,1062
3238.568,3239.738,Let's all do our best.,5.0,1063
3244.449,3246.989,-Vitals? -The BP is 120.,,1064
3247.077,3249.617,"The heart rate is stable, hovering between 70 and 80.",,1065
3249.704,3250.624,Good.,5.0,1066
3258.004,3260.264,"Professor, the med students are here to observe.",,1067
3260.34,3262.8,"Okay, tell them to come closer.",5.0,1068
3264.761,3265.891,You may come closer.,,1069
3266.471,3267.431,Thank you.,,1070
3267.514,3268.774,-Thank you. -Thank you.,,1071
3269.599,3271.269,Please stay out of this line.,,1072
3271.351,3273.271,And be careful not to bump into the equipment.,,1073
3273.395,3274.555,-Okay. -Okay.,,1074
3275.105,3276.555,Observe carefully.,5.0,1075
3276.94,3279.32,And don't hesitate to ask me if you have any questions.,5.0,1076
3280.026,3280.896,-Thank you. -Thank you.,,1077
3282.529,3285.989,"This way, more of them will apply to Neurosurgery.",5.0,1078
3290.036,3292.326,"-It's for a skull base tumor, right? -Yes.",,1079
3292.497,3294.037,How long do you think it'll take?,,1080
3294.749,3298.299,"Since our ace Professor Chae is doing it,",,1081
3298.795,3302.165,-I think it'll take about 13 hours. -That's very fast.,,1082
3304.259,3307.099,SURGERY DURATION,,1083
3309.014,3310.974,"Hello, everyone.",3.0,1084
3313.268,3314.388,"I'm doing this alone again,",3.0,1085
3314.477,3318.437,but a competent fellow is here to assist me.,3.0,1086
3318.857,3320.067,What's that word?,3.0,1087
3320.859,3322.899,"Right, ""honor."" I'm honored.",3.0,1088
3324.195,3326.775,"Seriously, thanks. You're the best, Dr. Jong.",3.0,1089
3328.825,3332.155,Treat yourself to some expensive pastries when we're done.,3.0,1090
3335.332,3339.212,Let's save another precious life today.,3.0,1091
3339.294,3340.254,-Okay. -Okay.,,1092
3340.337,3342.047,Let's begin. Scalpel.,3.0,1093
3343.673,3345.013,PROFESSOR KIM JUN-WAN,,1094
3345.091,3346.891,Mr. No Jin-hyeok!,,1095
3347.719,3349.049,No Jin-hyeok?,2.0,1096
3349.137,3350.887,He had surgery in 2015.,2.0,1097
3351.89,3353.27,What? Why is he back?,2.0,1098
3353.35,3356.44,Isn't he the college student who got the ASD surgery from me four years ago?,2.0,1099
3356.519,3359.189,"Yes, the one you treated at Kangwoon Medical Center.",,1100
3360.857,3362.647,He looks like a different person in a suit.,,1101
3363.735,3364.985,What's going on? I'm worried.,2.0,1102
3365.57,3366.53,"Anyway, let him in.",2.0,1103
3371.743,3374.503,CREDIT CARD APPLICATION,,1104
3375.497,3376.617,Doctor.,,1105
3377.832,3379.962,You fixed the hole in my heart.,,1106
3382.003,3383.133,Please help me out...,,1107
3385.465,3387.085,just once more.,,1108
3390.22,3395.39,KIM JUN-WAN,,1109
3397.769,3398.899,Thank you!,,1110
3401.981,3403.231,Thank you.,,1111
3415.787,3416.867,I hope all goes well.,,1112
3421.167,3425.207,"You see, I just want to be able to buy clothes for my baby in advance.",,1113
3425.922,3430.432,Will my baby become BTS or Blackpink?,,1114
3433.555,3434.595,Sharp.,4.0,1115
3435.849,3437.769,Pardon me? Who?,,1116
3437.851,3439.481,Let's say Sharp.,4.0,1117
3440.186,3442.056,Sharp? Who's that?,,1118
3442.147,3443.817,"Oh, you don't know Sharp.",,1119
3443.898,3444.938,Then...,,1120
3445.942,3446.822,How about ZAM?,4.0,1121
3448.403,3451.283,"Let's say Akdong Musician, AKMU.",,1122
3453.283,3454.333,All right.,,1123
3455.994,3458.414,YULJE MEDICAL CENTER,,1124
3462.167,3464.457,"Hey, shall we pick up something on the way?",2.0,1125
3464.961,3466.551,Let's just order in. It's a hassle.,1.0,1126
3467.38,3469.67,SURGERY DURATION,,1127
3482.103,3484.943,"-I hope all goes well. -Thanks, bye. Get some rest.",,1128
3491.029,3493.029,"A cold cup of iced Americano, please.",4.0,1129
3493.698,3495.908,I'd like a warm cup of hot latte.,1.0,1130
3497.202,3498.292,"Pay for mine, please.",2.0,1131
3501.414,3503.084,SURGERY DURATION,,1132
3504.709,3505.839,We're done.,5.0,1133
3508.338,3509.758,"It went well, right?",5.0,1134
3510.006,3511.466,"Excellent work, Professor Chae.",,1135
3512.258,3513.588,"You, too.",,1136
3514.677,3515.927,Wrap it up for me.,5.0,1137
3524.229,3525.769,You guys are still here?,5.0,1138
3526.189,3527.189,-Yes. -Yes.,,1139
3527.273,3528.903,-Gosh. -I told you several times,,1140
3528.983,3531.993,that you could leave and go home. I'm impressed.,,1141
3532.904,3535.414,-What's your name? -I'm Jang Yun-bok.,5.0,1142
3535.49,3536.66,I'm Jang Hong-do.,,1143
3537.659,3539.909,-What's your relationship? -We're twins.,,1144
3539.994,3541.504,Fraternal twins.,,1145
3542.497,3545.327,-Professor. -Yes?,,1146
3545.917,3547.037,By any chance...,,1147
3551.798,3553.758,Do you go to Myeongjin Church in Sanggye-dong?,,1148
3554.384,3555.594,I do.,,1149
3555.677,3557.797,"You're the prima donna of the choir, right?",,1150
3558.388,3560.428,-I'm known as the prima donna? -Yes.,5.0,1151
3560.515,3562.015,We're in the church band.,,1152
3562.1,3564.6,You're so famous.,,1153
3564.686,3565.936,What's she famous for?,,1154
3566.02,3568.48,She dances so passionately while singing hymns.,,1155
3569.023,3571.153,People say it's because she's stressed out from work--,,1156
3571.234,3574.324,"Get going, guys. Go home. It's time to go home.",,1157
3574.737,3576.107,"-Bye, guys. -Bye.",5.0,1158
3576.781,3578.781,-Take care. -Take care.,,1159
3588.543,3589.463,"Well done, Professor.",,1160
3590.545,3593.505,And I'm sorry. You have to operate on two patients in a row because of me.,,1161
3594.632,3596.092,I'm really sorry.,,1162
3596.384,3598.474,No worries. I have some time before the next one.,5.0,1163
3598.886,3600.426,We're getting ready for the surgery.,,1164
3600.513,3603.353,Professor Min said he'll come down when we're ready.,,1165
3604.058,3607.768,I'll call you when we start working on the sphenoid sinus.,,1166
3608.354,3609.694,You should get some sleep.,,1167
3612.442,3613.822,-Seok-min. -Yes.,5.0,1168
3614.152,3616.242,"Before you go into the OR,",5.0,1169
3616.988,3618.278,you should go apologize to him.,5.0,1170
3622.41,3623.75,Go apologize to him first.,5.0,1171
3626.789,3627.749,Okay.,,1172
3628.124,3631.504,I'll go upstairs right now and apologize to Professor Min.,,1173
3631.586,3632.746,Not Professor Min.,5.0,1174
3633.796,3635.466,Go apologize to the patient...,5.0,1175
3637.884,3639.514,or I won't let you into the OR.,5.0,1176
3644.641,3645.481,Okay.,,1177
3675.38,3676.42,I'm sorry.,,1178
3678.758,3680.588,I sincerely apologize.,,1179
3713.209,3714.419,I hope the rest goes well.,,1180
3718.089,3720.259,"The tumor's been removed,",,1181
3720.675,3723.465,and it looks like we managed to preserve the pituitary stalk as well.,,1182
3723.678,3724.758,Seok-min.,5.0,1183
3726.264,3727.474,Come here.,5.0,1184
3728.057,3729.097,Yes.,,1185
3730.643,3732.653,"-Dr. Yong. -Yes, Professor Chae.",,1186
3733.771,3735.061,Do not talk like that.,5.0,1187
3736.691,3737.531,Okay.,,1188
3737.608,3739.608,Wasn't it because of your thesis?,5.0,1189
3741.904,3743.784,Why did you talk like it was for the patient?,5.0,1190
3748.494,3751.004,"If you talk to any patient in that tone again,",5.0,1191
3751.748,3752.958,I will not forgive you.,5.0,1192
3754.375,3756.585,-Okay. -Do you understand?,,1193
3759.172,3762.382,"Yes, understood. I'm sorry.",,1194
3769.807,3771.477,Why isn't Seok-hyeong answering his phone?,3.0,1195
3771.559,3773.559,"Song-hwa, too.",3.0,1196
3773.644,3775.864,"Seok-hyeong is seeing outpatients,",1.0,1197
3775.938,3777.228,and Song-hwa has surgery.,1.0,1198
3777.315,3779.565,"Gosh, Chae Song-hwa. She's amazing.",3.0,1199
3779.65,3782.99,That's right. She's not like you lazy-ass quacks.,2.0,1200
3783.07,3784.86,Ik-jun and I don't belong to the same category.,1.0,1201
3785.615,3786.775,You sure do.,2.0,1202
3786.866,3790.076,You can't trust rich people. They lie all the time.,2.0,1203
3790.161,3794.211,He's not rich. He's dirt poor. He still lives at your place.,3.0,1204
3794.29,3796.04,-You promised me my own office. -Prick.,2.0,1205
3796.125,3797.705,-Prick. -Total prick.,3.0,1206
3798.669,3800.669,"Hey, my office mate is a pro gamer.",3.0,1207
3800.755,3802.665,Professor Ban plays FreeCell all day.,3.0,1208
3803.466,3805.086,"Actually, forget it.",3.0,1209
3805.176,3807.636,Seok-hyeong has the worst one.,3.0,1210
3808.095,3809.175,Have you seen his office?,3.0,1211
3828.699,3830.659,Professor Ban plays FreeCell all day anyway.,1.0,1212
3830.743,3832.583,"He's practically invisible,",1.0,1213
3832.662,3834.582,so you do have the whole office to yourself.,1.0,1214
3834.664,3837.044,-I can't believe people call him Buddha. -What about me?,3.0,1215
3837.124,3840.214,"Hey, you and I are like soul mates.",1.0,1216
3840.294,3842.384,"Soul mates, my ass.",2.0,1217
3844.59,3845.68,"Hey, what's up?",2.0,1218
3847.051,3848.261,What's the systolic pressure?,2.0,1219
3849.554,3850.724,What about norepinephrine?,2.0,1220
3850.93,3852.18,Use vasopressin.,2.0,1221
3852.265,3854.925,"If you still can't get it back up, call me. I'll come right away.",2.0,1222
3855.017,3856.847,Good for you. You have a resident.,3.0,1223
3857.562,3858.652,"You guys do, too.",3.0,1224
3858.729,3861.439,"Right, I do. Dr. Long Winter.",3.0,1225
3863.109,3866.319,When will I get to work with the high and lofty Dr. Jang Gyeo-ul?,3.0,1226
3867.196,3869.656,"You've never worked with Dr. Jang, right?",1.0,1227
3871.2,3872.41,You have?,3.0,1228
3872.493,3875.913,"Yes, I've dealt with her a few times as there have been many emergency cases.",1.0,1229
3876.706,3878.746,-She's not my cup of tea. -Really?,1.0,1230
3880.626,3883.376,"She seems like the quiet type, but she's hardworking.",3.0,1231
3887.008,3888.428,What's wrong with the patient?,,1232
3889.051,3890.971,"He's a homeless man, found at a construction site,",,1233
3891.053,3892.513,and got frostbite.,,1234
3893.848,3895.178,His leg is rotting.,,1235
3896.267,3897.727,119 RESCUE SERVICES,,1236
3899.27,3901.36,"I have to take your temperature. Hold on, please.",,1237
3913.826,3914.866,Hui-su.,,1238
3918.915,3920.035,"Stay still, please.",,1239
3922.46,3925.5,"Of course, she's hardworking. Every resident works hard.",1.0,1240
3926.088,3927.128,Jeong-won.,,1241
3927.715,3929.795,"Oh, everyone's here.",,1242
3930.885,3932.135,What's up?,,1243
3932.219,3933.929,Do you know Daddy-Long-Legs?,,1244
3934.68,3935.85,What?,1.0,1245
3936.724,3938.234,-Not sure. -You don't know?,1.0,1246
3938.434,3940.444,He's famous at the hospital you used to work at.,,1247
3941.312,3942.442,Really?,1.0,1248
3942.521,3944.151,What about him?,1.0,1249
3944.231,3947.401,"Oh, my friend who's a TV show director wants to interview him.",,1250
3947.485,3948.395,"No, thanks.",1.0,1251
3948.986,3951.026,What? What do you mean? Who are you to say no?,,1252
3952.573,3953.993,"I mean, he'll say no.",1.0,1253
3954.075,3955.735,You said you didn't know him.,,1254
3955.826,3958.826,"Well, I do know him. Anyway, he won't do it. No way.",1.0,1255
3958.913,3960.043,All right.,,1256
3961.165,3962.205,Hey.,,1257
3963.376,3964.376,Yes.,,1258
3966.128,3967.548,Really? I'll be right there.,,1259
3967.63,3970.84,"Wait, call Dr. Jang Gyeo-ul as well just in case.",,1260
3971.926,3973.006,What's going on?,1.0,1261
3973.636,3974.926,It was Dr. Bae.,,1262
3975.012,3978.272,A homeless man just came in with a severely frostbitten leg.,,1263
3978.349,3980.769,He stayed at a construction site with that leg for months.,,1264
3980.851,3983.561,The leg is rotting due to edema caused by frostbite.,,1265
3983.646,3984.936,But the leg is totally...,,1266
3985.523,3986.693,What?,1.0,1267
3986.774,3988.694,"Apparently, it's covered with maggots.",,1268
3994.657,3995.827,What do we do?,,1269
3996.492,3997.952,How will we take them off his leg?,,1270
4001.163,4002.423,You're here.,,1271
4004.583,4006.133,He got injured at a construction site.,,1272
4006.21,4009.3,The skin started rotting due to frostbite. It's infested with maggots now.,,1273
4010.84,4012.63,I've never seen so many maggots.,,1274
4013.676,4016.596,We have to remove them to be able to disinfect the skin.,,1275
4016.971,4019.181,-Where's the suction unit? -I'll go find it.,,1276
4030.359,4032.989,"Dr. Bae, let's use tweezers...",,1277
4047.251,4048.791,She's quite something.,,1278
4056.26,4058.35,YULJE MEDICAL CENTER,,1279
4060.973,4063.233,-You're staying late? -Yes.,2.0,1280
4063.726,4068.016,My high school friend's surgery for her metastatic tumor is tomorrow.,5.0,1281
4068.105,4069.565,I want to read up on it.,5.0,1282
4072.318,4073.398,Get going.,5.0,1283
4074.153,4075.113,Bye.,5.0,1284
4075.905,4077.195,Take it easy.,2.0,1285
4077.907,4079.197,All right.,5.0,1286
4081.035,4082.745,Is the day shift better than the night shift?,,1287
4082.828,4084.618,"No, the night shift is better.",,1288
4084.705,4087.955,"Seok-min, do we have the consent for Gal Ba-ram's surgery?",5.0,1289
4088.042,4090.882,"-Your high school friend, right? -Yes.",,1290
4090.961,4092.711,"No, her husband is not here yet.",,1291
4092.797,4094.377,The surgery's tomorrow. What do we do?,,1292
4114.652,4117.032,-Ma'am. -Yes?,,1293
4120.116,4121.696,Are you that fascinated by me?,,1294
4122.993,4124.123,What?,,1295
4124.203,4127.163,It must be fascinating to see a woman with a fake breast.,,1296
4129.291,4131.291,"No, I don't think that way.",,1297
4131.877,4133.877,How could you say that?,,1298
4136.507,4138.377,But you're always peeping at me.,,1299
4140.01,4141.47,Am I a monkey in the zoo or what?,,1300
4142.012,4143.262,Is it fun for you?,,1301
4148.561,4149.981,It's because you're pretty.,,1302
4156.11,4158.53,I think you're very pretty.,,1303
4162.158,4164.198,But I only have one breast.,,1304
4165.536,4167.076,I'm not pretty at all.,,1305
4167.163,4168.913,You're still pretty.,,1306
4169.582,4171.132,Like a beautiful flower.,,1307
4172.293,4173.963,Who cares about only having one breast?,,1308
4174.879,4176.549,You're beautiful because you're young.,,1309
4176.839,4178.129,She's right.,,1310
4178.507,4182.297,"As for old people like us, even if we get surgery and walk out of here",,1311
4182.386,4183.966,"feeling completely healthy,",,1312
4184.054,4186.024,we'll never look pretty.,,1313
4186.098,4187.518,That's right.,,1314
4187.85,4190.85,I'd gladly lose both my breasts,,1315
4190.936,4192.936,if I could go back to 20 years ago,,1316
4193.022,4196.322,and look as young as you do.,,1317
4198.235,4199.235,"No, don't say that.",,1318
4200.07,4201.45,I'm not young.,,1319
4201.989,4203.119,You are young.,,1320
4203.49,4207.24,"If I were your age, I'd divorce my husband.",,1321
4207.328,4210.748,I'd just travel the world and do everything I want to do,,1322
4211.248,4213.168,while living my life to the fullest.,,1323
4215.252,4218.672,"Gosh, I'm just way too old for that now.",,1324
4219.089,4222.089,"My legs hurt, and I can't see well.",,1325
4222.176,4223.506,Even my head hurts.,,1326
4228.474,4232.104,"My gosh, you look even prettier when you smile.",,1327
4235.105,4236.815,Everyone who is young looks so beautiful.,,1328
4237.524,4240.404,"When you're that young, you just naturally radiate beauty.",,1329
4250.204,4251.214,Honey...,,1330
4253.415,4256.125,Honey.,,1331
4257.294,4259.844,-Honey. -Honey...,,1332
4262.049,4263.719,"Honey, what do I do?",,1333
4265.094,4267.644,What if I die?,,1334
4268.722,4272.642,What do I do? I don't want to die.,,1335
4273.602,4276.112,"You won't. You won't die, honey.",,1336
4276.188,4279.358,I will... I absolutely won't let that happen.,,1337
4279.775,4283.565,"I'm sorry, honey. I'm so sorry.",,1338
4283.654,4285.164,I'm really sorry.,,1339
4287.032,4288.532,"Honey, I'm sorry.",,1340
4301.422,4302.592,Are you envious?,,1341
4303.674,4305.844,"-You should date. -I'm sorry, honey.",,1342
4305.926,4308.296,"No, I don't want to. I like being single.",5.0,1343
4310.264,4313.274,"Her husband is here, so we can have him sign the consent.",5.0,1344
4313.35,4314.6,Okay.,,1345
4315.06,4318.27,"Later, not now. Goodness.",5.0,1346
4323.944,4326.494,FUNERAL NOTICE FOR THE DEATH OF JU JONG-SU'S WIFE,,1347
4326.572,4328.702,We go to funerals fairly often these days.,5.0,1348
4328.782,4331.622,It means that we're at that age now.,2.0,1349
4331.994,4333.084,Mr. Ju...,5.0,1350
4333.162,4336.292,"I mean, Director Ju. He must be devastated.",5.0,1351
4336.373,4338.793,"-They had a happy marriage, right? -Yes, a very happy one.",5.0,1352
4338.876,4341.296,I heard he didn't leave his wife alone even for a minute,1.0,1353
4341.42,4343.51,for two to three weeks before her death.,1.0,1354
4344.673,4347.933,FUNERAL HOME,,1355
4351.597,4354.217,All of you must be busy. You should get back to work.,,1356
4354.516,4356.386,"No, it's okay. Did you get some sleep, sir?",2.0,1357
4356.477,4358.727,He didn't. He's been greeting the guests all day.,,1358
4358.812,4361.902,"I dragged him here. Jong-su, you need to eat something.",,1359
4361.982,4364.742,I'm fine. I can't really eat anything right now.,,1360
4365.235,4367.395,Let me know if there's anything you need.,,1361
4368.03,4369.11,Are you not drinking?,,1362
4369.198,4372.028,"No, we're good. Don't worry about us, sir.",1.0,1363
4372.117,4375.577,You saw Jeong-won many times when he was little. Just talk casually.,,1364
4375.662,4377.582,"Exactly. Please talk casually to me, sir.",1.0,1365
4377.664,4379.794,"Gosh, how could I?",,1366
4380.125,4382.495,Our hospital can stay afloat thanks to these doctors here.,,1367
4382.586,4384.246,"Maybe at the hospital,",5.0,1368
4384.338,4387.668,"but you're his mom's friend here, so please talk casually.",5.0,1369
4387.758,4389.258,It'll make us more comfortable.,5.0,1370
4392.221,4394.101,"-Shall I? -Yes, please.",,1371
4395.766,4400.306,So the five of you are best friends?,,1372
4400.604,4402.404,"Yes, we went to school together.",1.0,1373
4402.481,4405.571,We were all in different classes but somehow ended up becoming friends.,,1374
4405.651,4408.531,"-My gosh, how adorable. -Adorable, my foot.",1.0,1375
4409.113,4412.373,They're all still single because they want their parents to worry about them.,,1376
4412.449,4414.659,-I'm divorced. -And I'm married.,4.0,1377
4414.868,4416.368,"Okay, I like you two.",,1378
4418.705,4421.995,You're all good-looking. How did nothing happen between you guys?,,1379
4423.419,4424.589,Pardon?,3.0,1380
4426.088,4428.918,Why would you do that?,,1381
4430.676,4432.676,Why disturb the calm water?,,1382
4434.388,4435.468,Did I?,,1383
4436.39,4438.39,"Oh, romance?",2.0,1384
4439.101,4440.101,Has there been any?,2.0,1385
4445.357,4447.477,I told Song-hwa I had feelings for her but got rejected.,4.0,1386
4448.777,4449.947,Seriously?,,1387
4450.529,4451.739,-When? -When?,,1388
4451.822,4453.322,I don't even remember yesterday.,5.0,1389
4453.407,4455.157,On her birthday in our freshman year.,4.0,1390
4455.242,4457.492,I told her I had feelings for her only to be rejected.,4.0,1391
4458.078,4460.288,-How did she reject you? -She said she liked someone else.,4.0,1392
4461.707,4464.167,"Gosh, that's such a cookie-cutter answer.",2.0,1393
4464.251,4466.671,"We hear that all the time. ""I like someone else.""",3.0,1394
4467.379,4470.219,"-No, I really did. -It was like that back in my day too.",5.0,1395
4470.299,4473.139,It's hard to say to the person's face that you just don't like him.,,1396
4473.218,4475.138,-That's right. -Totally.,1.0,1397
4475.22,4477.1,"-That's true, but... -Let's change the topic.",,1398
4481.602,4482.642,"Hey, I'm sorry.",5.0,1399
4482.895,4484.605,"No, I mean... Never mind.",5.0,1400
4485.814,4488.654,I still want to be friends with you.,5.0,1401
4489.193,4491.863,I don't want things to get awkward between us because of this.,5.0,1402
4497.159,4500.119,Come on. Say something.,5.0,1403
4500.996,4502.286,I'm okay.,4.0,1404
4503.373,4506.133,"Song-hwa, I'm sorry for bringing up such nonsense.",4.0,1405
4506.21,4508.96,"Gosh, it wasn't nonsense.",5.0,1406
4509.671,4512.011,"Anyway, let's forget about it.",5.0,1407
4512.299,4513.719,"It's my birthday today, right?",5.0,1408
4514.718,4517.218,That's great. Let's cause some trouble today.,5.0,1409
4517.304,4520.104,"Hey, let's go. Come on.",5.0,1410
4520.599,4522.519,Come on. Hurry.,5.0,1411
4525.604,4529.024,"Just today, okay? I'll make an exception because it's your birthday.",4.0,1412
4529.107,4530.477,Okay!,5.0,1413
4534.112,4538.742,Is it because of the cold weather?,,1414
4538.825,4543.325,Why do couples with their arms locked,,1415
4543.413,4546.463,Make me teary-eyed?,,1416
4546.542,4551.132,Do they remind me of the good old days?,,1417
4551.213,4555.763,Do I want to meet someone new?,,1418
4555.842,4561.012,Or do I just miss my ex?,,1419
4563.892,4568.442,If you know someone nice Set me up with them,,1420
4569.022,4572.902,Someone who's like water and fire,,1421
4572.985,4577.905,"Someone who will truly love me, only me",,1422
4577.99,4583.37,I want someone who's mature and faithful,,1423
4583.87,4588.17,If you know someone nice Set me up with them,,1424
4588.25,4592.63,Even love requires practice,,1425
4592.713,4597.883,I want someone caring Who notices even small details,,1426
4597.968,4603.518,Someone with a lot of Relationship experience,,1427
4603.807,4608.057,I have wounds and scars,,1428
4608.145,4613.895,So I don't feel comfortable dating someone With no past whatsoever,,1429
4615.736,4620.406,I want to be consoled in the arms,,1430
4620.49,4625.04,Of someone with pretty eyes who has cried,,1431
4625.12,4628.12,Because of a breakup at least once,,1432
4628.206,4632.746,If only I could lean on the shoulder,,1433
4632.836,4637.416,Of someone with beautiful hands,,1434
4637.507,4642.797,And forget my loneliness,,1435
4650.312,4656.032,Someone with beautiful hands,,1436
4656.109,4660.819,And forget my loneliness,,1437
4660.906,4662.196,MOM,,1438
4662.282,4665.122,"-Hi, Mom. -Happy birthday, sweetheart.",,1439
4665.202,4667.292,Thanks for bringing me into this world.,5.0,1440
4667.371,4671.381,"Had I known it'd be this lovely to have a daughter, I would've had another one.",,1441
4671.667,4674.417,It's not too late. I wouldn't mind a sibling who's 40 years my junior.,5.0,1442
4674.503,4676.303,Your dad's running away.,,1443
4677.214,4679.264,Get back here. Talk with your daughter.,,1444
4679.341,4682.221,"Mom, I'm driving now. I'll call you when I get to the hospital.",5.0,1445
4682.302,4683.352,All right.,,1446
4685.222,4690.392,If you know someone nice Set me up with them,,1447
4692.354,4697.484,I want someone who...,,1448
4734.855,4737.895,TWO WEEKS AGO,,1449
4753.832,4756.002,-Let's talk outside. -Let's just talk here.,1.0,1450
4757.836,4760.796,"Believe me. It was just that day, only once.",1.0,1451
4760.881,4763.591,"Whether it was just that day or not, I don't care.",2.0,1452
4764.009,4765.389,Just tell Song-hwa.,2.0,1453
4767.763,4769.263,"I said, tell Song-hwa.",2.0,1454
4769.347,4771.847,"Whether it's just a fling or a serious affair,",2.0,1455
4771.933,4774.143,she needs to know. Am I wrong?,2.0,1456
4775.437,4778.147,Don't make a fool of her. Call her now.,2.0,1457
4778.231,4779.651,"Okay, I'll sort it out by myself.",1.0,1458
4779.733,4781.823,"-Shall I tell her for you? -I said, I'll do it.",2.0,1459
4785.655,4786.945,You're going overboard.,1.0,1460
4789.785,4791.495,This is between me and Song-hwa.,1.0,1461
4792.245,4794.535,Who are you to tell me what to do?,2.0,1462
4798.001,4799.341,Do you have feelings for her?,1.0,1463
4803.131,4805.381,"I know you two are close,",2.0,1464
4806.134,4807.594,but this is too much.,2.0,1465
4811.056,4814.426,"-I bet you have no friends. -I have friends, of course.",2.0,1466
4814.518,4816.018,"But you're a guy, and she's a girl.",1.0,1467
4816.102,4817.312,So what?,2.0,1468
4822.192,4823.942,You're so old-fashioned.,2.0,1469
4827.113,4829.283,"Seriously, Song-hwa is too good for you.",2.0,1470
