Start,End,Text,Character,SentenceIndex,vaderNeg,vaderNeu,vaderPos,vaderCompound,roBERTaNeg,roBERTaNeu,roBERTaPos,roBERTaMajorSentiment,vaderMajorSentiment
2541.664,2544.384,brain damage embolism surgery ?,Kim Jun-wan,734,0.516,0.484,0.0,-0.4939,0.4417039,0.54272455,0.015571574,Neutral,Negative
2544.458,2546.998,chance happening low .,Secondary,735,0.412,0.196,0.392,-0.0258,0.35087427,0.5941298,0.054995947,Neutral,Negative
2548.295,2549.545,feelings .,Secondary,736,0.0,1.0,0.0,0.0,0.13616689,0.74639344,0.11743961,Neutral,Neutral
2549.63,2551.76,feelings help surgery ?,Kim Jun-wan,737,0.0,0.426,0.574,0.4019,0.05149664,0.89446324,0.05404012,Neutral,Positive
2551.84,2553.84,"'ll emotional helps , n't .",Kim Jun-wan,738,0.0,0.323,0.677,0.4939,0.30470735,0.61043257,0.08486015,Neutral,Positive
2554.468,2555.388,n't help .,Kim Jun-wan,739,0.693,0.307,0.0,-0.3089,0.6612593,0.30981645,0.028924242,Negative,Negative
2556.387,2557.427,'m sorry .,Secondary,740,0.565,0.435,0.0,-0.0772,0.5241156,0.4061268,0.06975763,Negative,Negative
2557.513,2559.273,never talk patients like .,Kim Jun-wan,741,0.413,0.587,0.0,-0.2755,0.6584597,0.31824613,0.023294082,Negative,Neutral
2559.765,2561.265,`` 's simple surgery . live .,Kim Jun-wan,742,0.0,1.0,0.0,0.0,0.10815242,0.67912084,0.21272674,Neutral,Neutral
2561.35,2564.02,surgery go well . n't worry anything . '',Kim Jun-wan,743,0.0,0.526,0.474,0.5432,0.005830997,0.14767678,0.8464922,Positive,Neutral
2566.021,2567.651,n't . got ?,Kim Jun-wan,744,0.0,1.0,0.0,0.0,0.22883183,0.6955365,0.07563168,Neutral,Neutral
2569.066,2570.026,yes .,Secondary,745,0.0,0.0,1.0,0.4019,0.10013353,0.4596959,0.44017053,Neutral,Positive
2581.412,2584.212,yulje medical center,Secondary,746,0.0,1.0,0.0,0.0,0.11785365,0.8027189,0.0794275,Neutral,Neutral
2587.418,2590.418,"one iced americano three shots , please .",Kim Jun-wan,747,0.0,0.685,0.315,0.3182,0.023163335,0.6911804,0.28565624,Neutral,Neutral
2590.504,2592.174,"hello , professor kim . hello .",Secondary,748,0.0,1.0,0.0,0.0,0.0121370265,0.5443917,0.4434713,Neutral,Neutral
2592.256,2595.296,"guys early . piece chocolate cake , .",Kim Jun-wan,749,0.0,1.0,0.0,0.0,0.019196374,0.63703346,0.34377027,Neutral,Neutral
2596.427,2598.547,'ve since eight morning .,Secondary,750,0.0,1.0,0.0,0.0,0.07032052,0.7834216,0.14625789,Neutral,Neutral
2598.637,2601.557,? 's impressive .,Kim Jun-wan,751,0.0,0.233,0.767,0.5106,0.023153776,0.2753849,0.7014613,Positive,Positive
2602.057,2603.177,pay . ?,Kim Jun-wan,752,1.0,0.0,0.0,-0.1027,0.20191373,0.7554602,0.042626124,Neutral,Negative
2603.559,2605.139,thank . thank .,Secondary,753,0.0,0.0,1.0,0.6124,0.009490275,0.17024872,0.820261,Positive,Positive
2607.73,2609.48,"dr. good , right ?",Kim Jun-wan,754,0.0,0.408,0.592,0.4404,0.019853815,0.4945063,0.4856399,Neutral,Positive
2609.732,2611.282,"yes , 's really nice .",Secondary,755,0.0,0.257,0.743,0.6997,0.0028285028,0.03588621,0.9612853,Positive,Positive
2611.358,2613.398,goodness . 'm glad hear .,Kim Jun-wan,756,0.0,0.25,0.75,0.7184,0.0025130936,0.05395837,0.9435285,Positive,Positive
2613.485,2616.275,ask chose cardiothoracic surgery ?,Secondary,757,0.0,1.0,0.0,0.0,0.13484079,0.84117967,0.023979552,Neutral,Neutral
2617.823,2620.873,'s assignment interview . 've asked another professor well .,Secondary,758,0.0,0.769,0.231,0.2732,0.05816145,0.86092705,0.08091147,Neutral,Neutral
2620.951,2621.791,?,Kim Jun-wan,759,0.0,0.0,0.0,0.0,0.20457315,0.68945074,0.10597605,Neutral,Positive
2621.869,2625.289,"'ve started , 've interviewed one professor .",Secondary,760,0.0,1.0,0.0,0.0,0.05602574,0.8723897,0.07158455,Neutral,Neutral
2625.372,2627.502,'s professor chae songhwa neurosurgery .,Secondary,761,0.0,1.0,0.0,0.0,0.03219143,0.8886237,0.07918488,Neutral,Neutral
2628.167,2629.287,say ?,Kim Jun-wan,762,0.0,1.0,0.0,0.0,0.19347759,0.6876461,0.11887625,Neutral,Neutral
2629.877,2632.497,chose neurosurgery wanted study .,Secondary,763,0.0,1.0,0.0,0.0,0.12330335,0.8246637,0.052032966,Neutral,Neutral
2632.588,2634.468,still lot study field .,Secondary,764,0.0,1.0,0.0,0.0,0.11034604,0.7429155,0.14673842,Neutral,Neutral
2634.548,2636.878,know . one knows better .,Kim Jun-wan,765,0.0,0.508,0.492,0.4404,0.1493728,0.6462497,0.2043775,Neutral,Neutral
2636.967,2638.297,", sir ?",Secondary,766,0.0,1.0,0.0,0.0,0.16929218,0.7337385,0.09696933,Neutral,Neutral
2640.22,2642.72,? went internet cafe,Kim Jun-wan,767,0.0,1.0,0.0,0.0,0.092932805,0.81391114,0.09315599,Neutral,Neutral
2642.806,2645.306,cardiothoracic surgeon sat next told choose cs .,Kim Jun-wan,768,0.0,1.0,0.0,0.0,0.10474622,0.863542,0.03171177,Neutral,Neutral
2648.228,2650.308,"professor , please . 'm serious .",Secondary,769,0.232,0.357,0.411,0.25,0.26990637,0.65802073,0.072072916,Neutral,Positive
2650.397,2652.517,asked whether wanted make money teach .,Kim Jun-wan,770,0.0,1.0,0.0,0.0,0.13702251,0.8220016,0.040975932,Neutral,Neutral
2652.608,2654.528,said 'd prefer teach,Kim Jun-wan,771,0.0,1.0,0.0,0.0,0.23217998,0.71319664,0.05462337,Neutral,Neutral
2654.61,2655.74,told choose cs .,Kim Jun-wan,772,0.0,1.0,0.0,0.0,0.13584496,0.7274355,0.13671948,Neutral,Neutral
2656.445,2657.445,'s 'm .,Kim Jun-wan,773,0.0,1.0,0.0,0.0,0.14057687,0.72814083,0.13128231,Neutral,Neutral
2658.322,2659.322,see .,Secondary,774,0.0,1.0,0.0,0.0,0.20908241,0.6057027,0.18521489,Neutral,Neutral
2660.866,2663.036,may chocolate cake ?,Secondary,775,0.0,1.0,0.0,0.0,0.033240132,0.8807104,0.08604954,Neutral,Neutral
2663.118,2664.118,", may .",Kim Jun-wan,776,0.0,1.0,0.0,0.0,0.12837273,0.6796418,0.19198541,Neutral,Neutral
2667.122,2669.292,get one . okay .,Kim Jun-wan,777,0.0,0.513,0.487,0.2263,0.038940303,0.6160066,0.34505308,Neutral,Neutral
2678.634,2680.894,"irrigation important . know , right ?",Chae Song-hwa,778,0.0,0.625,0.375,0.2023,0.07988704,0.7804917,0.1396212,Neutral,Neutral
2680.969,2683.349,yes . important ?,Secondary,779,0.0,0.0,1.0,0.5423,0.06976662,0.8274298,0.102803685,Neutral,Positive
2687.601,2688.601,well ...,Secondary,780,0.0,0.323,0.677,0.2732,0.21553482,0.69436187,0.09010329,Neutral,Positive
2689.687,2691.017,"microscope ,",Secondary,781,0.0,1.0,0.0,0.0,0.1536241,0.64703506,0.19934076,Neutral,Neutral
2691.105,2693.935,see 's close optic nerve .,Secondary,782,0.0,1.0,0.0,0.0,0.08307296,0.851195,0.06573205,Neutral,Neutral
2694.983,2698.653,", bipolar cautery cause thermal injuries ,",Secondary,783,0.0,1.0,0.0,0.0,0.73788947,0.24975212,0.012358366,Negative,Neutral
2698.737,2701.777,result loss vision surgery .,Secondary,784,0.365,0.317,0.317,-0.0772,0.44577348,0.5213921,0.03283444,Neutral,Negative
2711.166,2714.666,"ms. nam , operate chanhyeong tomorrow .",Kim Jun-wan,785,0.0,1.0,0.0,0.0,0.016340168,0.9268373,0.05682256,Neutral,Neutral
2715.17,2718.72,"yes . lung sounds improved , xrays look much better .",Secondary,786,0.0,0.365,0.635,0.8271,0.0025104873,0.034937676,0.9625518,Positive,Positive
2718.799,2721.009,yes . hard keep putting .,Kim Jun-wan,787,0.23,0.328,0.443,0.3182,0.043033466,0.5117917,0.44517487,Neutral,Positive
2721.093,2722.723,"guardians , right ?",Kim Jun-wan,788,0.0,1.0,0.0,0.0,0.16800295,0.7699944,0.062002707,Neutral,Neutral
2722.803,2724.353,"yes , 'll go bring .",Secondary,789,0.0,0.526,0.474,0.4019,0.015838811,0.48215258,0.5020086,Positive,Neutral
2728.267,2730.387,"jaehak , happen suit ?",Kim Jun-wan,790,0.0,1.0,0.0,0.0,0.06702268,0.88116586,0.051811464,Neutral,Neutral
2730.477,2732.477,"yes , always keep one office .",Secondary,791,0.0,0.597,0.403,0.4019,0.048014596,0.56456286,0.38742253,Neutral,Neutral
2732.563,2733.943,borrow ?,Kim Jun-wan,792,0.0,1.0,0.0,0.0,0.1733513,0.7484791,0.07816962,Neutral,Neutral
2734.982,2736.942,went home . ?,Secondary,793,0.0,1.0,0.0,0.0,0.10674102,0.8188861,0.07437283,Neutral,Neutral
2737.526,2740.356,"went home , child sick ?",Secondary,794,0.524,0.476,0.0,-0.5106,0.45712724,0.5253465,0.017526278,Neutral,Negative
2740.612,2741.862,possible ?,Secondary,795,0.0,1.0,0.0,0.0,0.13324568,0.7886519,0.07810238,Neutral,Neutral
2741.947,2744.487,chanhyeong 's mom went home bit .,Secondary,796,0.0,1.0,0.0,0.0,0.06791151,0.85947603,0.07261244,Neutral,Neutral
2744.825,2747.285,grandmothers though .,Secondary,797,0.0,1.0,0.0,0.0,0.13242367,0.7950925,0.07248384,Neutral,Neutral
2747.369,2748.999,lounge .,Secondary,798,0.0,1.0,0.0,0.0,0.10656399,0.70931554,0.1841205,Neutral,Neutral
2750.914,2751.964,shall go bring ?,Secondary,799,0.0,1.0,0.0,0.0,0.0975748,0.8007799,0.10164529,Neutral,Neutral
2752.04,2753.25,"yes , please .",Kim Jun-wan,800,0.0,0.0,1.0,0.6124,0.042173088,0.41213655,0.5456903,Positive,Positive
2754.501,2756.461,"'ve postponing surgery due pneumonia ,",Kim Jun-wan,801,0.273,0.727,0.0,-0.128,0.4243817,0.5456647,0.029953556,Neutral,Neutral
2756.545,2758.915,"fever gone , crp .",Kim Jun-wan,802,0.0,1.0,0.0,0.0,0.32672697,0.6168235,0.05644956,Neutral,Neutral
2759.006,2760.416,think would best time .,Secondary,803,0.0,0.417,0.583,0.6369,0.021516154,0.35942832,0.6190555,Positive,Positive
2760.716,2764.176,"operation dangerous , doctor ?",Secondary,804,0.608,0.392,0.0,-0.4767,0.5086286,0.47138402,0.019987417,Negative,Negative
2764.261,2766.391,grandmother ? 'm maternal grandmother .,Kim Jun-wan,805,0.0,1.0,0.0,0.0,0.15006241,0.80462295,0.04531461,Neutral,Neutral
2766.472,2768.062,paternal grandmother . see .,Secondary,806,0.0,1.0,0.0,0.0,0.12910895,0.80220646,0.06868454,Neutral,Neutral
2768.14,2771.27,", please informed operate tomorrow afternoon .",Kim Jun-wan,807,0.0,0.635,0.365,0.3182,0.021704964,0.8500503,0.12824473,Neutral,Neutral
2771.351,2774.611,"parents back , 'll walk details .",Kim Jun-wan,808,0.0,1.0,0.0,0.0,0.032755572,0.83996016,0.12728427,Neutral,Neutral
2774.688,2777.858,tell us instead .,Secondary,809,0.0,1.0,0.0,0.0,0.33403602,0.6130309,0.052933045,Neutral,Neutral
2777.941,2779.571,mom 20 .,Secondary,810,0.0,1.0,0.0,0.0,0.094105594,0.7570676,0.14882681,Neutral,Neutral
2779.651,2781.401,'s clueless 's young .,Secondary,811,0.455,0.545,0.0,-0.3612,0.5740689,0.373464,0.05246703,Negative,Neutral
2781.487,2783.197,goes son .,Secondary,812,0.0,1.0,0.0,0.0,0.13041814,0.7348098,0.13477199,Neutral,Neutral
2783.28,2785.45,"'s right . tell us , doctor .",Secondary,813,0.0,1.0,0.0,0.0,0.11243761,0.7677001,0.11986234,Neutral,Neutral
2785.532,2787.162,'ll speak later .,Kim Jun-wan,814,0.0,1.0,0.0,0.0,0.03880939,0.82720286,0.13398781,Neutral,Neutral
2787.242,2789.082,mom still legal guardian .,Kim Jun-wan,815,0.0,0.667,0.333,0.128,0.03594505,0.82724094,0.13681397,Neutral,Neutral
2789.161,2790.121,'ll see .,Secondary,816,0.0,1.0,0.0,0.0,0.1368947,0.62486434,0.23824094,Neutral,Neutral
2795.209,2797.879,"talk grandmothers , professor .",Secondary,817,0.0,1.0,0.0,0.0,0.11695969,0.7933858,0.089654475,Neutral,Neutral
2797.961,2801.591,'ll go everything mom get consent form signed .,Secondary,818,0.0,0.787,0.213,0.2263,0.018367799,0.8698492,0.111783095,Neutral,Neutral
2801.673,2803.263,n't overlook single detail .,Kim Jun-wan,819,0.0,1.0,0.0,0.0,0.16242456,0.701305,0.13627043,Neutral,Neutral
2803.342,2805.012,suit office ? yes .,Kim Jun-wan,820,0.0,0.426,0.574,0.4019,0.05060765,0.67491704,0.27447534,Neutral,Positive
2805.093,2806.353,color ? color ?,Secondary,821,0.0,1.0,0.0,0.0,0.17989099,0.69190437,0.12820457,Neutral,Neutral
2806.428,2808.558,"yes , color suit ?",Kim Jun-wan,822,0.0,0.426,0.574,0.4019,0.06764517,0.77430934,0.15804547,Neutral,Positive
2809.348,2811.348,worried might silver ?,Secondary,823,0.524,0.476,0.0,-0.296,0.2500383,0.72372633,0.026235376,Neutral,Negative
2841.922,2843.222,"junwan , ...",Ahn Jeong-won,824,0.0,1.0,0.0,0.0,0.10331176,0.8135301,0.08315814,Neutral,Neutral
2844.091,2845.221,"oh , boy .",Ahn Jeong-won,825,0.0,1.0,0.0,0.0,0.24741527,0.6065177,0.14606711,Neutral,Neutral
2845.801,2847.091,n't say anything .,Kim Jun-wan,826,0.0,1.0,0.0,0.0,0.28331646,0.6617702,0.05491331,Neutral,Neutral
2847.177,2848.177,okay .,Ahn Jeong-won,827,0.0,0.0,1.0,0.2263,0.11996016,0.5391302,0.34090966,Neutral,Positive
2851.431,2853.601,going lunch ? 'm hungry .,Ahn Jeong-won,828,0.0,1.0,0.0,0.0,0.15295695,0.768174,0.078869104,Neutral,Neutral
2853.725,2855.015,braised hairtail fish ?,Ahn Jeong-won,829,0.0,1.0,0.0,0.0,0.11903334,0.8441966,0.03677,Neutral,Neutral
2855.394,2859.194,suddenly got craving reason .,Ahn Jeong-won,830,0.0,1.0,0.0,0.0,0.103979975,0.71824956,0.17777053,Neutral,Neutral
2859.273,2861.363,go . 'm meeting someone .,Kim Jun-wan,831,0.0,1.0,0.0,0.0,0.018060429,0.7233941,0.2585455,Neutral,Neutral
2861.775,2862.935,going eat ?,Ahn Jeong-won,832,0.0,1.0,0.0,0.0,0.108264916,0.8195712,0.072163805,Neutral,Neutral
2863.151,2864.281,steak .,Kim Jun-wan,833,0.0,1.0,0.0,0.0,0.21615094,0.6435563,0.14029269,Neutral,Neutral
2864.361,2866.201,"gosh , n't like steak .",Kim Jun-wan,834,0.413,0.587,0.0,-0.2755,0.8380615,0.14692946,0.015009009,Negative,Neutral
2871.702,2874.872,"shall eat , ? 's .",Ahn Jeong-won,835,0.0,1.0,0.0,0.0,0.1035073,0.84109646,0.055396248,Neutral,Neutral
2878.709,2880.089,hello . ahn jeongwon .,Ahn Jeong-won,836,0.0,1.0,0.0,0.0,0.01856958,0.80583525,0.17559516,Neutral,Neutral
2881.044,2882.754,"okay , 'll right .",Ahn Jeong-won,837,0.0,0.513,0.487,0.2263,0.045708712,0.57241017,0.3818811,Neutral,Neutral
2883.255,2884.545,gosh .,Ahn Jeong-won,838,0.0,1.0,0.0,0.0,0.44641957,0.45662946,0.09695097,Neutral,Neutral
2884.798,2887.008,"chihong , wrap ?",Chae Song-hwa,839,0.0,1.0,0.0,0.0,0.07342445,0.8354563,0.09111922,Neutral,Neutral
2887.092,2888.052,sure .,Secondary,840,0.0,0.0,1.0,0.3182,0.16858904,0.53195983,0.29945108,Neutral,Positive
2896.226,2898.226,insert hemovac first .,Chae Song-hwa,841,0.0,1.0,0.0,0.0,0.26519004,0.666929,0.067881,Neutral,Neutral
2898.562,2899.522,yes .,Secondary,842,0.0,0.0,1.0,0.4019,0.10013353,0.4596959,0.44017053,Neutral,Positive
2904.109,2905.939,going keep breaking ?,Chae Song-hwa,843,0.0,1.0,0.0,0.0,0.47903168,0.49954432,0.021423992,Neutral,Neutral
2906.528,2908.528,control strength . gentle .,Secondary,844,0.0,0.141,0.859,0.7269,0.042925686,0.6960404,0.26103392,Neutral,Positive
2910.032,2911.122,okay . 'm sorry .,Secondary,845,0.31,0.238,0.452,0.1531,0.45419103,0.4852055,0.060603492,Neutral,Positive
2912.284,2913.744,'ll stop talking .,Chae Song-hwa,846,0.524,0.476,0.0,-0.296,0.39806944,0.54515135,0.05677925,Neutral,Negative
2913.827,2915.367,focus . 'm sorry .,Chae Song-hwa,847,0.394,0.606,0.0,-0.0772,0.56293535,0.39280292,0.04426173,Negative,Neutral
2915.746,2916.746,'s okay .,Secondary,848,0.0,0.345,0.655,0.2263,0.01946015,0.30033177,0.680208,Positive,Positive
2918.582,2919.752,mr. yuk huigwan .,Secondary,849,0.0,1.0,0.0,0.0,0.080681555,0.83789855,0.08141994,Neutral,Neutral
2920.0,2922.13,congratulations . go home . thank .,Secondary,850,0.0,0.238,0.762,0.7506,0.003684809,0.052540686,0.9437746,Positive,Positive
2922.21,2924.25,surgical wound disinfected,Secondary,851,0.0,1.0,0.0,0.0,0.17165783,0.75142884,0.07691328,Neutral,Neutral
2924.338,2925.838,wrapped waterproof bandage .,Secondary,852,0.0,1.0,0.0,0.0,0.11368025,0.77561295,0.1107067,Neutral,Neutral
2925.923,2927.593,take shower right away .,Secondary,853,0.0,1.0,0.0,0.0,0.029650934,0.77090055,0.19944854,Neutral,Neutral
2927.674,2931.434,"food , eat normally please try overeat .",Secondary,854,0.0,0.685,0.315,0.3182,0.07552286,0.64780754,0.2766696,Neutral,Neutral
2931.511,2933.471,"mom , transform ?",Secondary,855,0.0,1.0,0.0,0.0,0.10423616,0.8299696,0.065794304,Neutral,Neutral
2933.555,2935.675,"bit , wonjun . give minute .",Secondary,856,0.0,1.0,0.0,0.0,0.04437039,0.788878,0.16675155,Neutral,Neutral
2936.266,2938.476,appointment booked week .,Secondary,857,0.0,1.0,0.0,0.0,0.04924691,0.83574367,0.1150094,Neutral,Neutral
2938.56,2940.19,biopsy results available .,Secondary,858,0.0,1.0,0.0,0.0,0.08001799,0.8638378,0.056144115,Neutral,Neutral
2940.27,2942.81,"need diagnosis insurance , let us know .",Secondary,859,0.0,1.0,0.0,0.0,0.10064096,0.83416903,0.065190054,Neutral,Neutral
2942.898,2944.608,"okay , thank . thank .",Secondary,860,0.0,0.0,1.0,0.7096,0.004815612,0.10456532,0.89061904,Positive,Positive
2944.691,2948.031,"hurry , mom . want transformed robot .",Secondary,861,0.0,0.755,0.245,0.0772,0.087610394,0.71528137,0.19710827,Neutral,Neutral
2949.112,2952.072,dr. lee ikjun rounds today chance ?,Secondary,862,0.0,0.714,0.286,0.25,0.01818264,0.9515224,0.03029491,Neutral,Neutral
2952.157,2954.327,n't chance thank properly .,Secondary,863,0.658,0.342,0.0,-0.431,0.39532664,0.54900753,0.05566576,Neutral,Negative
2954.409,2955.619,excellent job .,Secondary,864,0.0,0.213,0.787,0.5719,0.009281033,0.07475622,0.9159628,Positive,Positive
2955.702,2956.952,wonjun !,Lee Ik-joon,865,0.0,1.0,0.0,0.0,0.05138244,0.7027645,0.24585308,Neutral,Neutral
2958.121,2960.291,"hello , dr. lee . yes , hello .",Secondary,866,0.0,0.597,0.403,0.4019,0.0035923505,0.22089268,0.77551496,Positive,Neutral
2960.374,2962.174,give . 'll .,Lee Ik-joon,867,0.0,1.0,0.0,0.0,0.083701976,0.7952705,0.12102756,Neutral,Neutral
2962.292,2963.792,gosh .,Secondary,868,0.0,1.0,0.0,0.0,0.44641957,0.45662946,0.09695097,Neutral,Neutral
2963.919,2967.509,"mr. yuk , n't even look like patient without iv drip .",Lee Ik-joon,869,0.19,0.81,0.0,-0.2755,0.36282733,0.58717054,0.050002176,Neutral,Neutral
2967.589,2968.629,'re handsome .,Lee Ik-joon,870,0.0,0.238,0.762,0.4939,0.008289261,0.09240856,0.8993022,Positive,Positive
2968.715,2969.755,"gosh , 'm flattered .",Secondary,871,0.0,0.435,0.565,0.3818,0.005705814,0.12305169,0.8712425,Positive,Positive
2969.841,2971.801,remembered name .,Secondary,872,0.0,1.0,0.0,0.0,0.12569262,0.79106534,0.083242126,Neutral,Neutral
2971.885,2973.385,must lot patients .,Secondary,873,0.0,1.0,0.0,0.0,0.18792154,0.7138943,0.09818418,Neutral,Neutral
2973.47,2975.56,wife 's surname also yuk .,Lee Ik-joon,874,0.0,1.0,0.0,0.0,0.102561384,0.85037875,0.04705995,Neutral,Neutral
2975.639,2977.979,", 're one know surname .",Lee Ik-joon,875,0.0,1.0,0.0,0.0,0.09631084,0.8130021,0.09068706,Neutral,Neutral
2978.058,2981.938,"actually , 's fatherinlaw , brotherinlaw , sisterinlaw , niece .",Lee Ik-joon,876,0.0,1.0,0.0,0.0,0.06341513,0.8716825,0.064902425,Neutral,Neutral
2982.02,2983.77,"gosh , many .",Lee Ik-joon,877,0.0,1.0,0.0,0.0,0.29248562,0.574943,0.13257128,Neutral,Neutral
2984.398,2985.648,"'re going home today , right ?",Lee Ik-joon,878,0.0,1.0,0.0,0.0,0.020834815,0.8842455,0.09491978,Neutral,Neutral
2985.732,2989.242,"yes . tomorrow children 's day , 'm happy home .",Secondary,879,0.0,0.484,0.516,0.7506,0.002118215,0.03940796,0.9584738,Positive,Positive
2989.82,2990.78,"yes , 're right .",Lee Ik-joon,880,0.0,0.426,0.574,0.4019,0.03403531,0.3762448,0.5897199,Positive,Positive
2990.862,2992.282,ca n't go anywhere far .,Lee Ik-joon,881,0.0,1.0,0.0,0.0,0.34800196,0.5844623,0.06753577,Neutral,Neutral
2992.364,2995.124,'re going eat chinese restaurant near place .,Lee Ik-joon,882,0.0,1.0,0.0,0.0,0.008333267,0.8306227,0.16104406,Neutral,Neutral
2995.2,2996.7,wonjun loves jajangmyeon .,Secondary,883,0.0,0.351,0.649,0.5719,0.0054564644,0.16527133,0.82927215,Positive,Positive
2996.785,2999.535,kid loves jajangmyeon . kids .,Lee Ik-joon,884,0.0,0.448,0.552,0.5719,0.0026973542,0.0596018,0.93770087,Positive,Positive
3000.08,3002.12,"simple laparoscopic cholecystectomy ,",Lee Ik-joon,885,0.0,1.0,0.0,0.0,0.13507007,0.80952835,0.055401597,Neutral,Neutral
3002.207,3004.327,n't worry postsurgical complications .,Lee Ik-joon,886,0.0,0.555,0.445,0.3412,0.13723913,0.7270083,0.13575263,Neutral,Neutral
3004.418,3006.038,n't overexert,Lee Ik-joon,887,0.0,1.0,0.0,0.0,0.3400961,0.59499615,0.06490775,Neutral,Neutral
3006.128,3008.088,try walk much .,Lee Ik-joon,888,0.0,1.0,0.0,0.0,0.1381942,0.7682105,0.09359527,Neutral,Neutral
3008.171,3009.971,"exercise help , okay ?",Lee Ik-joon,889,0.0,0.179,0.821,0.5574,0.027356345,0.76676214,0.2058815,Neutral,Positive
3010.465,3012.715,right . go .,Lee Ik-joon,890,0.0,1.0,0.0,0.0,0.09675743,0.6065693,0.2966733,Neutral,Neutral
3012.801,3015.181,"wow , ?",Secondary,891,0.0,0.0,1.0,0.5859,0.21125656,0.7187619,0.06998152,Neutral,Positive
3015.262,3016.352,wonjun .,Secondary,892,0.0,1.0,0.0,0.0,0.113266364,0.7674946,0.11923902,Neutral,Neutral
3016.43,3018.43,"silly goose , think ?",Lee Ik-joon,893,0.0,0.645,0.355,0.0258,0.31477317,0.6269599,0.05826697,Neutral,Neutral
3018.515,3020.975,'m one got rid ouchy dad 's tummy .,Lee Ik-joon,894,0.0,1.0,0.0,0.0,0.35573566,0.57213354,0.07213074,Neutral,Neutral
3021.56,3023.65,goodbye . 'll see next appointment .,Lee Ik-joon,895,0.0,1.0,0.0,0.0,0.051716924,0.8285728,0.119710185,Neutral,Neutral
3023.729,3025.519,thank . thank .,Secondary,896,0.0,0.0,1.0,0.6124,0.009490275,0.17024872,0.820261,Positive,Positive
3025.605,3026.855,say goodbye properly .,Secondary,897,0.0,1.0,0.0,0.0,0.27521083,0.64136916,0.08342003,Neutral,Neutral
3027.357,3029.227,"thank , dr. lee ! pleasure !",Secondary,898,0.0,0.228,0.772,0.7772,0.0018214328,0.031375702,0.96680284,Positive,Positive
3029.317,3031.737,"oh , . look .",Secondary,899,0.0,1.0,0.0,0.0,0.2137759,0.6582116,0.12801251,Neutral,Neutral
3031.82,3033.2,hello . hello .,Secondary,900,0.0,1.0,0.0,0.0,0.021570487,0.41094458,0.567485,Positive,Neutral
3036.658,3037.618,hello .,Secondary,901,0.0,1.0,0.0,0.0,0.09716277,0.6296369,0.27320033,Neutral,Neutral
3039.327,3040.617,songhwa scold ?,Lee Ik-joon,902,0.73,0.27,0.0,-0.4019,0.18418685,0.77835196,0.03746116,Neutral,Negative
3040.704,3042.374,yes . .,Secondary,903,0.0,0.0,1.0,0.4019,0.07861894,0.52436227,0.3970188,Neutral,Positive
3042.873,3044.123,guess .,Lee Ik-joon,904,0.0,1.0,0.0,0.0,0.20578988,0.61455023,0.17965984,Neutral,Neutral
3044.207,3046.417,chihong time .,Secondary,905,0.0,1.0,0.0,0.0,0.077833496,0.6844199,0.23774663,Neutral,Neutral
3046.501,3047.631,said .,Lee Ik-joon,906,0.0,1.0,0.0,0.0,0.204475,0.6001802,0.19534475,Neutral,Neutral
3048.17,3050.59,'s tough cookie military background .,Secondary,907,0.273,0.727,0.0,-0.128,0.20186514,0.7178145,0.08032037,Neutral,Neutral
3051.214,3054.434,happened could n't answer questions .,Secondary,908,0.0,1.0,0.0,0.0,0.61843437,0.35455155,0.027014084,Negative,Neutral
3054.551,3056.051,even thought sounded dumb .,Secondary,909,0.524,0.476,0.0,-0.5106,0.7452682,0.2288328,0.02589896,Negative,Negative
3056.136,3058.756,"graduated korea military academy , right ?",Lee Ik-joon,910,0.0,1.0,0.0,0.0,0.08136386,0.8651139,0.053522155,Neutral,Neutral
3058.847,3061.427,yes . know someone ...,Lee Ik-joon,911,0.0,0.526,0.474,0.4019,0.06666613,0.7968566,0.13647725,Neutral,Neutral
3061.516,3062.766,hello ?,Lee Ik-joon,912,0.0,1.0,0.0,0.0,0.19381635,0.6660204,0.14016335,Neutral,Neutral
3063.351,3064.901,"yes , ?",Lee Ik-joon,913,0.0,0.0,1.0,0.4019,0.14037995,0.7007034,0.15891671,Neutral,Positive
3065.312,3067.562,"okay , 'll head . right .",Lee Ik-joon,914,0.0,0.612,0.388,0.2263,0.0283879,0.6727938,0.2988183,Neutral,Neutral
3070.942,3071.942,"yes , professor .",Secondary,915,0.0,0.27,0.73,0.4019,0.059779186,0.60764337,0.3325774,Neutral,Positive
3072.611,3073.611,right .,Secondary,916,0.0,1.0,0.0,0.0,0.14577112,0.5682945,0.28593433,Neutral,Neutral
3074.279,3075.609,"yes , got .",Secondary,917,0.0,0.27,0.73,0.4019,0.084318854,0.47682074,0.43886042,Neutral,Positive
3076.49,3078.37,know emergency patient traffic accident yesterday ?,Secondary,918,0.588,0.412,0.0,-0.6908,0.3903979,0.5934453,0.016156808,Neutral,Negative
3078.45,3079.74,yes . n't operated,Secondary,919,0.0,0.426,0.574,0.4019,0.24967898,0.64333475,0.10698628,Neutral,Positive
3079.826,3082.156,unstable vitals severe bleeding .,Secondary,920,0.622,0.122,0.256,-0.4588,0.8282814,0.15993647,0.011782153,Negative,Negative
3082.245,3083.455,seems professor chae,Secondary,921,0.0,1.0,0.0,0.0,0.10113068,0.79899585,0.09987339,Neutral,Neutral
